,sitc4,exporter,value,rca
46624,7493,Malta,6,0.000519241211232026
46726,7499,Malta,9760,1.028595300331368
47041,7518,Malta,15984,2.351952813349843
47347,7523,Malta,502,0.014287614191151585
47429,7524,Malta,1290,0.0278572827745792
47517,7525,Malta,9698,0.23323403528966452
47598,7528,Malta,6212,0.44324287437705845
47722,7591,Malta,10,0.001520533230333223
47822,7599,Malta,9726,0.09749080371889254
47978,7611,Malta,230,0.012516310716357039
48319,7638,Malta,1046,0.051296337193620783
48428,7641,Malta,418,0.01038857687733125
48502,7642,Malta,258,0.03679012002968035
48594,7643,Malta,13978,0.2977662087562665
48694,7648,Malta,11520,2.3755496761420396
48804,7649,Malta,5436,0.09309369476507182
48994,7711,Malta,2578,0.45472730572530606
49100,7712,Malta,4280,0.19597582558351104
49238,7721,Malta,85142,1.7808475589531254
49336,7722,Malta,4118,0.29400385485099906
49408,7723,Malta,564,0.11465683915255245
49531,7731,Malta,1098,0.042089623134089524
49623,7732,Malta,3940,1.4774321664899062
49723,7741,Malta,482,0.10398228032106877
50144,7758,Malta,12014,1.0578262784427275
50252,7761,Malta,206,0.03210830156410199
50379,7763,Malta,2714,0.1331933682899074
50473,7764,Malta,2583446,15.170236749733286
50559,7768,Malta,702,0.026830564860847263
50700,7781,Malta,940,0.0755502405452008
50787,7782,Malta,216,0.03939457230810412
50863,7783,Malta,1486,0.14519926710243
50935,7784,Malta,2514,0.5551260317607407
51022,7788,Malta,23480,0.5670297012411568
51249,7810,Malta,36388,0.17123581166906912
51362,7821,Malta,966,0.025054949205513512
51547,7831,Malta,718,0.17123152741227704
51820,7849,Malta,4392,0.04405385550252103
52812,7929,Malta,628,0.022497089779777442
52991,7932,Malta,192618,9.425234646176515
53062,7933,Malta,202,1.12256576093092
53225,7XXX,Malta,220,44.30626393111915
53506,8124,Malta,764,0.07468006726672173
53831,8211,Malta,2228,0.11897531248404232
54040,8219,Malta,8626,0.3578481935298075
54191,8310,Malta,9522,0.6938500597313348
54289,8421,Malta,206,0.19395384917452943
54383,8422,Malta,23174,12.07459799825608
54497,8423,Malta,204558,15.97709938069586
54607,8424,Malta,33156,16.97111999518689
54714,8429,Malta,1628,0.25859740506220236
55027,8433,Malta,650,0.22736749007963467
55132,8434,Malta,900,0.30272481441701254
55244,8435,Malta,984,0.19202890779527843
55365,8439,Malta,25878,1.3230257312906446
55521,8441,Malta,306,0.03911477765084946
55841,8451,Malta,22972,1.0234215286839978
56068,8459,Malta,4192,0.3116138983984609
56226,8462,Malta,848,0.05009075967031614
56450,8465,Malta,2378,0.6280690731479277
56758,8481,Malta,286,0.058654038737815356
56836,8482,Malta,468,0.17605191034226514
56988,8484,Malta,2378,0.968209129661199
57302,8710,Malta,1332,0.09086602359380838
57402,8720,Malta,91584,5.242901812281237
57640,8741,Malta,836,0.23669854345034783
57738,8742,Malta,5568,0.4612726348196562
57835,8743,Malta,310,0.02575019313004159
57906,8744,Malta,438,0.19428215270507207
57970,8745,Malta,240,0.10420856142202807
58064,8748,Malta,2168,0.13476214562418173
58171,8749,Malta,1318,0.2013881804712415
58348,8811,Malta,472,0.07102036743610601
58403,8812,Malta,450,1.3562255125160065
58531,8821,Malta,2056,0.6437875621167368
58598,8822,Malta,410,0.04095310254699244
58728,8841,Malta,542,0.1452209883501397
58791,8842,Malta,16580,4.572403466052679
58946,8852,Malta,1448,0.516605913797543
59078,8921,Malta,6082,0.754693820681967
59312,8928,Malta,48624,7.272320441666336
59458,8931,Malta,35154,2.8839980850616285
59709,8939,Malta,13482,0.39852542347712
59914,8942,Malta,126512,3.924565862137266
60062,8947,Malta,1484,0.17964319763576778
60433,8960,Malta,256,0.03171256751182241
60627,8973,Malta,39584,3.2280073015545594
60900,8983,Malta,1700,0.08032200320213093
61412,8998,Malta,294,0.10985941123643402
61666,8XXX,Malta,36,5.993194688244562
61788,9000,Malta,25266,0.6113876598487283
62010,9310,Malta,12064,0.15211925812970672
62089,931A,Malta,508,5.25648483342492
62348,980,Malta,572,0.29038644429144506
1359,0341,Mauritania,38073,37.46010765849455
1483,0342,Mauritania,200272,139.93498563368135
1575,0343,Mauritania,1043,4.629787219840666
1665,0344,Mauritania,7230,8.772496521810728
1786,0350,Mauritania,5894,15.48522633706758
1913,0360,Mauritania,250073,87.24222458978728
2098,0372,Mauritania,222,0.39662627579588416
5646,0721,Mauritania,128,0.4099173916783846
6433,0814,Mauritania,6058,17.05314417574817
8542,2116,Mauritania,478,6.995463062619285
10058,2482,Mauritania,24,0.00795948267404719
10174,2483,Mauritania,396,0.2645713196142338
12719,2815,Mauritania,460422,309.02063610807005
12752,2816,Mauritania,28036,46.61041555007758
12848,2820,Mauritania,298,0.2207563107116649
13463,2882,Mauritania,460,0.3359764927700931
13775,2919,Mauritania,1518,2.522163902789029
13860,2922,Mauritania,308,7.267288496721164
14888,3341,Mauritania,34,0.004294713111244861
14984,3342,Mauritania,2,0.0006712507685115023
15077,3343,Mauritania,16,0.003303217751162313
15178,3344,Mauritania,12,0.001985919107373041
15278,3345,Mauritania,152,0.054128855568707064
15728,341,Mauritania,3699,21.607874181030066
15972,342,Mauritania,10498,66.97581987559334
16042,343,Mauritania,1043,33.600604912003135
16102,344,Mauritania,2114,17.720098779670714
16322,360,Mauritania,6025,31.071828381315882
22660,5629,Mauritania,5090,5.5724172120776
23505,5823,Mauritania,356,0.13474310032154282
25761,5989,Mauritania,100,0.016155580664311636
27898,6342,Mauritania,586,0.49131596395413535
29683,6512,Mauritania,222,0.3585039317857102
37488,6842,Mauritania,1194,0.30799678587959217
41491,7169,Mauritania,262,0.24241672917310036
41714,721,Mauritania,128,2.0890934310751783
48805,7649,Mauritania,746,0.05578335288986258
50304,7762,Mauritania,4244,3.520842066545719
50474,7764,Mauritania,60,0.0015383997062093598
50560,7768,Mauritania,330,0.055072096706554365
51455,7822,Mauritania,466,0.880808958320146
52813,7929,Mauritania,630,0.09854446017648245
54498,8423,Mauritania,1624,0.553850382830273
55522,8441,Mauritania,396,0.2210240806886255
55842,8451,Mauritania,278,0.05407860803127182
56227,8462,Mauritania,506,0.1305080348900995
58172,8749,Mauritania,220,0.1467797745385234
61789,9000,Mauritania,258,0.027259937169365263
62011,9310,Mauritania,502,0.027638950937249235
1363,0341,Mozambique,2326,3.715045726054916
1487,0342,Mozambique,2201,2.4964831897089117
1790,0350,Mozambique,320,1.3647714699904074
1916,0360,Mozambique,217687,123.2806603734846
2101,0372,Mozambique,1956,5.672831565123552
3909,0571,Mozambique,736,2.7498386039155043
3971,0572,Mozambique,726,5.583349633199079
4267,0577,Mozambique,28706,82.97044514919484
4819,0589,Mozambique,772,2.2841825304484358
4978,0611,Mozambique,42842,109.83856613696236
5133,0615,Mozambique,1160,28.373178854883758
6276,0812,Mozambique,2526,76.94980267348244
6355,0813,Mozambique,1250,1.9418090117995304
7683,1211,Mozambique,4360,31.787088698005086
7765,1212,Mozambique,20680,43.443357878406125
8943,2225,Mozambique,1538,33.66809694976644
9068,2231,Mozambique,11064,1224.2505184660454
9671,2450,Mozambique,264,8.089900950846827
9814,2471,Mozambique,152,0.3314508266994278
9915,2472,Mozambique,49962,110.62030692369632
9986,2481,Mozambique,936,62.270006864086966
10177,2483,Mozambique,7712,8.364059801390695
10736,2631,Mozambique,56616,85.17123088199868
11849,2731,Mozambique,18818,96.44636361323735
12298,2782,Mozambique,266,0.7113952147149606
12853,2820,Mozambique,1840,2.2126729023541984
13468,2882,Mozambique,1122,1.330290373250535
13683,2911,Mozambique,274,8.497548557403489
14560,3222,Mozambique,12110,6.225419296266644
14690,3232,Mozambique,224,0.9544859421811208
15976,342,Mozambique,195,2.019522110858735
16237,3510,Mozambique,1794,2.299541598892639
16325,360,Mozambique,1975,16.5340554220307
17085,4243,Mozambique,1848,18.44921488516791
22845,571,Mozambique,368,5.262367794815535
23212,577,Mozambique,290,4.1390723883532266
25094,5911,Mozambique,404,1.7892354429738508
26630,6123,Mozambique,1422,3.168074570793951
26826,615,Mozambique,148,21.556812062295
27153,6251,Mozambique,2580,2.1441150881516133
27229,6252,Mozambique,996,1.3135808139904321
27375,6259,Mozambique,370,0.8851435147380285
28265,6353,Mozambique,1996,2.4160120201630364
28796,6415,Mozambique,256,0.14290338682769219
30259,6521,Mozambique,336,0.9247960451323176
31800,6575,Mozambique,2272,15.425486827340103
34397,6651,Mozambique,244,0.8155625924358311
34997,6673,Mozambique,2148,11.11655071269483
35272,6716,Mozambique,46,0.05843155225866026
35421,6725,Mozambique,3484,2.7691657948919213
35684,6732,Mozambique,234,0.20571078666484052
37074,6821,Mozambique,334,0.22813078290084607
37394,6841,Mozambique,60850,23.801317354133012
38127,6911,Mozambique,2088,2.2746312249890144
38389,6924,Mozambique,1478,2.9160912365125693
38849,6953,Mozambique,244,0.33608584087359444
39820,6997,Mozambique,332,0.23661628067300358
40562,7129,Mozambique,288,1.3785202946453954
41009,7144,Mozambique,2242,1.5559952208355807
41188,7149,Mozambique,230,0.08409113043709676
41375,7162,Mozambique,568,0.29115649805515476
42201,7233,Mozambique,1080,14.793578020065764
42289,7234,Mozambique,10850,6.540781595006616
42396,7239,Mozambique,1238,2.9770013806301954
43653,7283,Mozambique,436,0.8659742621256834
43767,7284,Mozambique,212,0.03621327429977823
44492,7373,Mozambique,1428,2.4884796510075198
44766,7413,Mozambique,532,1.079655590108635
45536,7431,Mozambique,894,0.630176382249328
45744,7436,Mozambique,218,0.17763729304023446
45959,7441,Mozambique,3198,4.431790809510977
46051,7442,Mozambique,12778,9.288411224403665
46149,7449,Mozambique,1704,1.189161988593655
46338,7452,Mozambique,302,0.159808428117524
46528,7492,Mozambique,230,0.09315913914162988
47521,7525,Mozambique,252,0.04295738001242847
48809,7649,Mozambique,690,0.08375628544460197
49534,7731,Mozambique,224,0.06086227945137985
50477,7764,Mozambique,1052,0.043786094351412376
50937,7784,Mozambique,486,0.7606591393616493
51366,7821,Mozambique,3356,0.616972562389033
51457,7822,Mozambique,2862,8.781485055356665
51611,7832,Mozambique,328,0.3650337156853362
52137,7861,Mozambique,1380,3.120929146348601
52818,7929,Mozambique,704,0.17875856320698635
54044,8219,Mozambique,208,0.06116179302643959
54503,8423,Mozambique,2174,1.2035621069353948
55032,8433,Mozambique,546,1.353739658895204
55527,8441,Mozambique,2606,2.361137882496254
56232,8462,Mozambique,3196,1.3381229984049807
57643,8741,Mozambique,1758,3.528057683385692
57838,8743,Mozambique,582,0.3426646309752715
57973,8745,Mozambique,272,0.8371216256338501
58175,8749,Mozambique,360,0.3898958090621245
61794,9000,Mozambique,570,0.09776480335039046
62016,9310,Mozambique,432,0.0386103835134518
1382,0341,Samoa,4814,43.51433485312438
1506,0342,Samoa,6226,39.96589381123372
1809,0350,Samoa,173,4.1756863536805255
1936,0360,Samoa,10,0.03205046007715017
6760,0980,Samoa,2330,10.43386756650003
9070,2231,Samoa,5646,3535.6625918878412
13696,2911,Samoa,688,120.75450462790022
14006,2924,Samoa,366,18.15156870503916
15743,341,Samoa,4814,258.349805018792
16186,350,Samoa,173,28.325815321433
17094,4243,Samoa,1000,56.49990696549334
49551,7731,Samoa,82036,126.14687088335249
55268,8435,Samoa,114,0.8924331075731008
55390,8439,Samoa,28,0.05742419586760518
55725,8443,Samoa,14,0.6207740361169027
55866,8451,Samoa,1116,1.9944320486808158
56093,8459,Samoa,220,0.6560206876918979
61820,9000,Samoa,2,0.0019413752173522906
62040,9310,Samoa,3730,1.8866920121475008
1385,0341,Seychelles,2926,6.2294331941204835
1509,0342,Seychelles,91278,138.00489051603705
1590,0343,Seychelles,4280,41.10955549562006
1812,0350,Seychelles,4745,26.975278139799244
1939,0360,Seychelles,5882,4.440248085813359
2034,0371,Seychelles,215536,573.1990228168705
6105,0752,Seychelles,318,3.992348028399568
6452,0814,Seychelles,6071,36.9792174359826
12312,2782,Seychelles,618,2.203116868471805
12418,2784,Seychelles,1218,59.33021077800512
13796,2919,Seychelles,526,1.891078542913915
15002,3342,Seychelles,2024,1.469899347139571
15548,3353,Seychelles,1236,50.5931376697868
15745,341,Seychelles,892,11.274955954834732
15995,342,Seychelles,58864,812.6125574993274
16052,343,Seychelles,766,53.39662968127359
16187,350,Seychelles,3571,137.71273826081273
16344,360,Seychelles,3498,39.03479042140674
16424,371,Seychelles,50262,945.757323121492
24077,5832,Seychelles,358,0.4765197092196425
46546,7492,Seychelles,350,0.18896676695544704
47446,7524,Seychelles,1044,0.21300843286048982
47534,7525,Seychelles,336,0.0763477565604968
47614,7528,Seychelles,338,0.22786324189534393
48107,7621,Seychelles,408,0.6229309214049094
48157,7622,Seychelles,300,0.8472370794940528
48337,7638,Seychelles,728,0.3373131765302348
48616,7643,Seychelles,208,0.0418640235852133
48830,7649,Seychelles,622,0.10064181492427987
49016,7711,Seychelles,1172,1.9531832381320289
50495,7764,Seychelles,698,0.038725376527689204
53690,814,Seychelles,269,10.700496743747605
55549,8441,Seychelles,266,0.32125384339459034
57421,8720,Seychelles,14504,7.844895520328974
57660,8741,Seychelles,300,0.8025236115505305
59099,8921,Seychelles,376,0.44081816192954304
60077,8947,Seychelles,710,0.8120494579993057
61823,9000,Seychelles,264,0.0603575162513686
62043,9310,Seychelles,3412,0.4064893287463151
62093,931A,Seychelles,716,69.99902355044695
1392,0341,Suriname,10616,11.47957349734452
1521,0342,Suriname,8133,6.245536714214936
1595,0343,Suriname,436,2.1270423324688856
1693,0344,Suriname,318,0.42405769474831545
1819,0350,Suriname,3572,10.314110905207654
1950,0360,Suriname,85436,32.757726665031285
2120,0372,Suriname,415,0.8148722437222587
2292,0421,Suriname,19399,177.89681871442465
2357,0422,Suriname,3688,5.877485604994129
3405,0545,Suriname,4376,3.8287619378326663
3601,0548,Suriname,798,6.108271310372182
4044,0573,Suriname,56003,72.84491879683972
4290,0577,Suriname,282,0.5518362653390965
4661,0585,Suriname,725,0.910234835061696
5489,0711,Suriname,252,0.20003747335927705
6376,0813,Suriname,875,0.9202693167651638
9468,2331,Suriname,234,0.21818248947082616
9833,2471,Suriname,40,0.059053534979327985
9937,2472,Suriname,992,1.4870210149726468
10084,2482,Suriname,298,0.10861824585494932
10202,2483,Suriname,2974,2.183742681262627
13050,2873,Suriname,603658,459.1060652798899
13500,2882,Suriname,802,0.6437812881852325
13803,2919,Suriname,20,0.03652115052203697
14274,2927,Suriname,1166,1.6858136487662476
16002,342,Suriname,1561,10.945290533394093
16352,360,Suriname,2544,14.419154190539745
16491,372,Suriname,415,8.351711755629685
16691,421,Suriname,2255,73.23523813278831
16730,422,Suriname,1446,14.038696366545866
23077,573,Suriname,293,2.5736084626569333
23995,5831,Suriname,646,0.2178603472009594
24507,5839,Suriname,672,0.1883786449684616
24800,585,Suriname,725,4.417607405633565
27924,6342,Suriname,430,0.396227519693145
35017,6673,Suriname,346,1.21233394431299
37413,6841,Suriname,11598,3.0713825095065723
40915,7139,Suriname,230,0.062092691754631675
42316,7234,Suriname,320,0.13060514262171966
43672,7283,Suriname,2658,3.5742412416942844
43793,7284,Suriname,258,0.029837472324106343
45143,7421,Suriname,348,1.658922813343929
46555,7492,Suriname,462,0.126692234546885
47855,7599,Suriname,1354,0.06513072884918253
48345,7638,Suriname,270,0.06354133329744766
48840,7649,Suriname,2494,0.20496285252088964
49743,7741,Suriname,276,0.28573225548596853
50503,7764,Suriname,260,0.007326629100778768
51049,7788,Suriname,438,0.05075977802863704
51476,7822,Suriname,2006,4.167155010663649
53638,813,Suriname,875,3.2582525247446728
56679,8472,Suriname,218,0.3509477966675193
56859,8482,Suriname,1352,2.4406722809309245
58095,8748,Suriname,206,0.06144884833911922
58897,8851,Suriname,14368,6.669064120053222
58967,8852,Suriname,1946,3.331743321248204
59741,8939,Suriname,256,0.03631445767893052
60659,8973,Suriname,356,0.13931655179463037
61835,9000,Suriname,75124,8.723620598485388
62051,9310,Suriname,13794,0.8346818696834403
62155,9410,Suriname,454,16.919293185968897
1410,0341,Zambia,1495,1.3533878117931897
3430,0545,Zambia,16677,12.215611288773879
3857,0565,Zambia,111,0.17192641322440558
5015,0611,Zambia,10792,15.682441271893639
5214,0616,Zambia,230,3.8953869003671406
5508,0711,Zambia,8382,5.570250180975708
6030,0751,Zambia,2338,12.139359314411832
6306,0812,Zambia,1152,19.890846163157647
6396,0813,Zambia,336,0.29584374527693363
7799,1212,Zambia,18822,22.411206422590922
8679,2119,Zambia,1046,19.360481967385912
8836,2222,Zambia,4092,2.319687426859028
8866,2223,Zambia,2508,60.8355180132726
9176,2238,Zambia,226,4.996135360698375
10100,2482,Zambia,1562,0.4766326354785647
10222,2483,Zambia,1290,0.7929876686522424
10779,2631,Zambia,25548,21.783981711999328
10926,2634,Zambia,456,26.175818143460937
11885,2731,Zambia,718,2.085755766781453
12900,2820,Zambia,1142,0.7783807973792529
12971,2871,Zambia,37340,34.7135676885279
13272,2879,Zambia,26228,57.24594134579399
13527,2882,Zambia,4302,2.891016781401762
13626,2890,Zambia,1080,1.5855050623896008
14117,2925,Zambia,306,0.7241180247280087
14290,2927,Zambia,36304,43.942192175383
14384,2929,Zambia,2572,5.274577537316033
15766,341,Zambia,141,0.7578372872984341
19611,5221,Zambia,230,0.2943433340596778
20527,5322,Zambia,1104,12.11978101386335
21354,5417,Zambia,216,0.01597072671786817
21673,545,Zambia,223,0.7015338080304072
22817,565,Zambia,111,0.8965197734621987
26196,6114,Zambia,2016,1.078134414685898
26368,6116,Zambia,94,0.4112238858849565
28308,6353,Zambia,262,0.17974899059599342
29817,6513,Zambia,53670,41.25161333016374
30021,6516,Zambia,3698,5.454476079760624
30301,6521,Zambia,2,0.0031200625255759433
35032,6673,Zambia,15750,46.200103643124486
35304,6716,Zambia,286,0.20591227662965392
37112,6821,Zambia,529582,205.02048412177587
37204,6822,Zambia,121846,38.654425758071476
37269,6831,Zambia,2426,2.0038483942419516
38023,6899,Zambia,142328,336.0679917391031
39763,6996,Zambia,794,1.12443944020524
40011,6999,Zambia,1234,2.7373910550568543
40262,711,Zambia,2968,10.593991970468918
41231,7149,Zambia,8626,1.7875509274456034
41311,7161,Zambia,388,0.4018649642781249
41653,7188,Zambia,394,0.6654615109759078
42130,7224,Zambia,204,0.1670476725413656
42336,7234,Zambia,1018,0.3478358194336324
43009,7252,Zambia,28,0.06277935680751723
43815,7284,Zambia,344,0.03330557923351632
46190,7449,Zambia,258,0.10205111386793617
47636,7528,Zambia,6320,1.8116800727627198
48644,7643,Zambia,546,0.046727993368317816
49289,7721,Zambia,1016,0.08537500051068801
49582,7731,Zambia,7932,1.2215451287731751
51406,7821,Zambia,2416,0.25174882010607497
51491,7822,Zambia,400,0.6956406363025412
51636,7832,Zambia,276,0.17409842117031302
52175,7861,Zambia,1342,1.7202198458376092
52248,7868,Zambia,224,0.2725641580283754
54554,8423,Zambia,528,0.1656797779747645
55422,8439,Zambia,274,0.056278466969324877
60489,8960,Zambia,212,0.10550703391497766
60680,8973,Zambia,4,0.001310475588710815
61862,9000,Zambia,11930,1.1597776473506145
62077,9310,Zambia,2574,0.1303933749974907
1412,0342,Angola,11244,0.5034817363720695
