,sitc4,exporter,value,rca
38057,68XX,Poland,170,3.6938412071919537
38136,6911,Poland,713682,7.862562348978681
38211,6912,Poland,89582,3.1774740167776763
38253,691X,Poland,144,2.339663979157354
38306,6921,Poland,67186,6.252175721865977
38400,6924,Poland,183824,3.667817703782407
38443,692X,Poland,184,16.958679482585843
38497,6931,Poland,34478,1.2511865407745433
38548,6932,Poland,1512,2.4870360284709685
38607,6935,Poland,55590,3.6309292459756395
38648,693X,Poland,100,4.898952651158268
38713,6940,Poland,157292,1.0917610109623435
38780,6951,Poland,9796,1.6848933344226908
38860,6953,Poland,50442,0.7026378556749652
38953,6954,Poland,74504,0.6159301602357804
39065,6960,Poland,80206,1.5300087384134662
39137,6973,Poland,63522,2.040137972500049
39223,6974,Poland,36684,0.6246376868744863
39299,6975,Poland,24458,1.8379970610199425
39360,6978,Poland,17154,1.10542034974959
39405,697X,Poland,350,21.757893498510686
39471,6991,Poland,255386,1.6167461100204825
39541,6992,Poland,24812,1.44133689531633
39600,6993,Poland,11128,0.8190397954938508
39657,6994,Poland,16926,0.5778645530575786
39736,6996,Poland,75948,1.919040547306265
39830,6997,Poland,529150,3.813855170597085
39919,6998,Poland,166654,1.795531519947827
39990,6999,Poland,1366,0.054066047905453114
40017,699A,Poland,410,9.523550737252796
40047,699X,Poland,148,2.108258498430074
40092,69XX,Poland,292,4.6557287241628
40157,6XXX,Poland,94,0.9687758277122414
40238,711,Poland,2148,0.13679879166491396
40300,7111,Poland,9344,0.9913760469109971
40346,7112,Poland,4120,1.1628528520495627
40399,7119,Poland,146116,11.035890244534793
40467,712,Poland,4284,1.5751145576195005
40509,7126,Poland,36866,4.986574433127531
40569,7129,Poland,50144,2.427272345342138
40591,712A,Poland,1256,206.63782282585575
40633,7131,Poland,4662,0.2985753271261878
40691,7132,Poland,2082888,6.2087657942165615
40750,7133,Poland,90996,2.9054666163130696
40812,7138,Poland,22650,0.3990363378378157
40901,7139,Poland,349170,1.408049882921048
40951,713X,Poland,292,10.286096874386274
41017,7144,Poland,9706,0.06812269082226606
41101,7148,Poland,26930,0.5213020520339628
41198,7149,Poland,129962,0.4805267815171015
41287,7161,Poland,21836,0.4035280663290136
41386,7162,Poland,155832,0.8078182356605914
41438,7163,Poland,220,0.25854112982522304
41498,7169,Poland,75564,1.1477772772402624
41543,716X,Poland,48,2.6807068907138043
41567,7187,Poland,8396,0.33975209459032196
41630,7188,Poland,14622,0.44064184902082715
41680,71XX,Poland,44,1.7531940232043297
41773,7211,Poland,51050,2.966486292864011
41842,7212,Poland,120516,2.0182592671457167
41898,7213,Poland,21586,2.8245964263987027
41950,7219,Poland,20134,1.1088915910184556
41990,721X,Poland,50,1.0159184996354755
42017,722,Poland,157,0.22665729205465793
42106,7224,Poland,74280,1.085261503948372
42205,7233,Poland,552,0.07646582972438987
42303,7234,Poland,198304,1.208955292038739
42407,7239,Poland,30896,0.7513451796025907
42460,723X,Poland,46,2.677560521123765
42519,7243,Poland,11224,0.28009896786292054
42589,7244,Poland,22862,0.5608179015035359
42664,7245,Poland,5706,0.1224792003361816
42716,7246,Poland,3616,0.17987443671176861
42787,7247,Poland,33576,0.9252800135711137
42842,7248,Poland,1918,0.35272720686708264
42889,724X,Poland,56,0.955866353729384
42931,7251,Poland,20582,1.5504948105881438
42985,7252,Poland,8712,0.3485209898091578
43048,7259,Poland,35336,1.3733403703017537
43116,7263,Poland,3292,0.26677018987115736
43181,7264,Poland,6850,0.11489730581299
43241,7267,Poland,1606,0.0688367549347527
43284,7268,Poland,2590,0.25635040116133767
43334,7269,Poland,11734,0.41581475926435935
43412,7271,Poland,2402,0.4129984793117238
43489,7272,Poland,64862,1.3761936335375256
43578,7281,Poland,56940,0.6566871166355658
43661,7283,Poland,67610,1.3580266346152867
43778,7284,Poland,238424,0.4118705690299243
43837,728X,Poland,260,10.4687907121439
43850,72AA,Poland,686,44.29798326829283
43873,72XX,Poland,338,8.595075574100326
43931,730,Poland,54707,4.118918060343114
44010,7361,Poland,72822,0.5643027082060922
44090,7362,Poland,30708,0.566188810138733
44160,7367,Poland,17004,0.3118833346615971
44214,7368,Poland,35994,1.9377655916226026
44279,7369,Poland,73222,1.2784298546581765
44331,736X,Poland,368,16.002255639712736
44375,7371,Poland,14658,1.0959533406114945
44435,7372,Poland,13560,0.6279816432534555
44501,7373,Poland,21918,0.38626527361678575
44545,737X,Poland,70,8.08080871386028
44608,741,Poland,1030,0.3653640088143034
44657,7411,Poland,220,0.055101549307039595
44705,7412,Poland,5232,0.5040031481400622
44775,7413,Poland,59798,1.2272671817346954
44856,7414,Poland,109966,1.4644429726403523
44930,7415,Poland,38776,0.2866334934299992
45017,7416,Poland,113920,0.8325467386636577
45077,741X,Poland,84,0.8275759090956368
45132,7421,Poland,8220,0.5853117194565552
45207,7422,Poland,4122,0.1376093437890047
45265,7423,Poland,3016,0.15187788780467368
45348,7428,Poland,26368,0.34384876231649714
45429,7429,Poland,47698,0.8565490773303761
45459,742A,Poland,206,14.977970268165476
45476,742X,Poland,722,19.132150305240813
45547,7431,Poland,19468,0.13877933370928403
45615,7434,Poland,15236,0.3925776609808885
45673,7435,Poland,2826,0.3349299965505886
45754,7436,Poland,72430,0.596863463480112
45841,7439,Poland,61796,0.6871698198348831
45898,743X,Poland,624,13.524439001818124
45969,7441,Poland,18110,0.2538037882709549
46061,7442,Poland,125256,0.9207801452093444
46160,7449,Poland,255968,1.8064916558605502
46197,744A,Poland,214,10.66582105275763
46259,7451,Poland,4106,0.11918875142872046
46348,7452,Poland,110324,0.5903935348646623
46451,7491,Poland,340260,2.645671012918401
46539,7492,Poland,246350,1.0090880286191104
46637,7493,Poland,165812,1.0285850712732232
46739,7499,Poland,119296,0.9012119776032838
46777,749A,Poland,302,7.913342948694958
46802,749X,Poland,240,4.2760025416628205
46846,74XX,Poland,242,4.536958185797233
46898,751,Poland,648,0.26027393455147313
46989,7512,Poland,5438,0.1461935413043262
47049,7518,Poland,3884,0.040966485707009594
47145,752,Poland,3605,1.5280382667063448
47205,7521,Poland,2074,0.12291777768942157
47274,7522,Poland,4660,0.020275283485849168
47357,7523,Poland,16154,0.03295660227612417
47440,7524,Poland,15146,0.023445168045296786
47528,7525,Poland,12284,0.021176584198581698
47609,7528,Poland,7588,0.03881003128238386
47731,7591,Poland,7702,0.08394711689503417
47839,7599,Poland,49422,0.03551044027835859
47987,7611,Poland,1313488,5.123667806086741
48105,7621,Poland,502,0.005814903904955519
48153,7622,Poland,5468,0.11715782608935005
48211,7628,Poland,1188,0.013760576136794279
48332,7638,Poland,6260,0.02200570867722518
48440,7641,Poland,36430,0.06490009051875223
48510,7642,Poland,77302,0.7901482529985534
48609,7643,Poland,63282,0.09663110075169527
48707,7648,Poland,3168,0.04682773645308432
48823,7649,Poland,267668,0.32858189363517687
48898,764X,Poland,112,2.034051340876766
48927,76XX,Poland,198,6.979578457782231
49010,7711,Poland,78292,0.9899012285331503
49111,7712,Poland,318434,1.0451641893193964
49254,7721,Poland,555156,0.8323467549940329
49346,7722,Poland,21482,0.10993797918860537
49414,7723,Poland,10862,0.1582839991863621
49462,772X,Poland,130,4.5269492698620235
49544,7731,Poland,1170522,3.2163154193598116
49633,7732,Poland,38422,1.0327558200836864
49677,773X,Poland,178,17.97728859384278
49733,7741,Poland,4572,0.07070088917983607
49796,7742,Poland,7902,0.10731903772766363
49872,7751,Poland,150930,3.2766035820831068
49942,7752,Poland,54878,0.9164079662975656
49981,7753,Poland,452,0.03235274211734753
50072,7757,Poland,116730,1.4311630241579418
50153,7758,Poland,220426,1.3912202764927444
50258,7761,Poland,351846,3.9310546912291473
50311,7762,Poland,5206,0.07090171178280164
50388,7763,Poland,20384,0.07170815098148406
50489,7764,Poland,20276,0.008534569275530311
50568,7768,Poland,47706,0.13069893920172518
50603,776A,Poland,206,1.8620906168909135
50713,7781,Poland,321422,1.8517823996356155
50796,7782,Poland,434674,5.682672888223923
50872,7783,Poland,87156,0.6104488221619371
50941,7784,Poland,13322,0.21086383675031456
51035,7788,Poland,200836,0.3476607266534566
51107,778X,Poland,64,0.8358501239321685
51163,77XX,Poland,702,8.978692227268553
51266,7810,Poland,2594148,0.8750593615579755
51312,781X,Poland,1514,1.52812347973089
51379,7821,Poland,886184,1.6475805632933702
51466,7822,Poland,22990,0.7133721739059123
51495,782A,Poland,662,7.806999127423611
51555,7831,Poland,122644,2.0965824590699493
51615,7832,Poland,106738,1.2013154237549808
51638,783A,Poland,394,42.05335857096444
51680,7841,Poland,60818,2.8930286525770748
51731,7842,Poland,23774,0.7893674175969716
51832,7849,Poland,1605684,1.154484287148341
51884,784X,Poland,296,9.839896325040751
51928,7851,Poland,1234,0.012959717519453014
51984,7852,Poland,70616,2.10948074868831
52052,7853,Poland,55920,0.7935703268716388
52148,7861,Poland,183936,4.206785972806582
52221,7868,Poland,176828,3.839052081398846
52259,786X,Poland,188,5.829518411053553
52290,78XX,Poland,132,4.173224083998311
52323,7911,Poland,2914,1.0958448121936524
52351,7912,Poland,2078,0.18597846178292948
52378,7913,Poland,12792,1.4304080050068384
52406,7914,Poland,22588,4.84322808396432
52441,7915,Poland,114248,9.777713988189674
52495,7919,Poland,112306,2.790292491373687
52528,791X,Poland,88,3.480882160925595
52562,7921,Poland,3002,0.10964005115075892
52601,7922,Poland,5382,1.715569456491986
52651,7923,Poland,11584,0.10187498476848737
52745,7928,Poland,1166,0.10624417998429654
52830,7929,Poland,47446,0.12183516543048156
52910,7931,Poland,89048,7.345758719568854
53006,7932,Poland,1106382,3.8806704035536974
53069,7933,Poland,15816,6.300331974533544
53133,7938,Poland,36224,0.8508182126163114
53180,79XX,Poland,198,27.27619261301296
53275,811,Poland,997,0.6261638016308575
53361,8121,Poland,96904,2.5531881373227376
53427,8122,Poland,55904,3.348479964351492
53519,8124,Poland,321654,2.253754741951231
53569,812X,Poland,316,13.552833543580412
53628,813,Poland,19394,1.0787294749423686
53688,814,Poland,247,0.07454314491642502
53749,819,Poland,20817,1.390624412520412
53845,8211,Poland,2288574,8.760179041355787
53940,8212,Poland,187522,3.281083587100112
54060,8219,Poland,2162130,6.429504922937777
54122,821X,Poland,302,18.68401871060133
54206,8310,Poland,39512,0.2063824772654286
54305,8421,Poland,93532,6.3124472019264495
54395,8422,Poland,93966,3.5095284955974595
54517,8423,Poland,512758,2.8707823517384807
54621,8424,Poland,153350,5.626502401914128
54732,8429,Poland,168340,1.9167410318410842
54784,842X,Poland,298,10.635245458049225
54862,8431,Poland,402798,6.659512296174765
54945,8432,Poland,32808,2.972695023858597
55044,8433,Poland,105232,2.638573464714133
55149,8434,Poland,174668,4.211387606573577
55262,8435,Poland,348432,4.874116464390379
55384,8439,Poland,736224,2.6980743184534175
55429,843A,Poland,210,7.726841665496743
55450,843X,Poland,120,1.76966448323599
55542,8441,Poland,206872,1.8955162309997742
55634,8442,Poland,6162,0.4931377042871197
55721,8443,Poland,7948,0.6297532440648136
55767,844X,Poland,62,2.5612844892449136
55860,8451,Poland,277030,0.8846854771721571
55967,8452,Poland,80512,3.03140625998383
56087,8459,Poland,296606,1.5804539007876937
56129,845A,Poland,246,8.606993636159924
56248,8462,Poland,224868,0.9521289674221846
56363,8463,Poland,62094,1.5670956948730757
56464,8465,Poland,61704,1.1681947009745848
56503,846X,Poland,128,19.001179110423518
56575,8471,Poland,18714,0.44390229475314874
56668,8472,Poland,36092,0.8678915140225614
56710,847X,Poland,90,1.821132398582748
56770,8481,Poland,37564,0.5522173855650139
56847,8482,Poland,7334,0.1977616831000043
56914,8483,Poland,8140,0.7151763662086276
57001,8484,Poland,23448,0.684336152405178
57032,848A,Poland,418,19.18583072883334
57096,84XX,Poland,434,5.947003654271977
57201,8510,Poland,420056,0.9193289452500356
57313,8710,Poland,12394,0.060605933544079546
57416,8720,Poland,97740,0.40107981547147764
57498,8731,Poland,13360,1.4706346848576035
57553,8732,Poland,2882,0.13484907754416312
57654,8741,Poland,11260,0.22852517680196774
57752,8742,Poland,31446,0.18673693628548932
57849,8743,Poland,65784,0.3916926562582708
57913,8744,Poland,4444,0.1412990369304719
57980,8745,Poland,13202,0.4109019879326014
58080,8748,Poland,31096,0.13855414472384586
58187,8749,Poland,29862,0.3270723369718844
58226,874A,Poland,702,14.948449260485445
58254,874X,Poland,528,8.075852735162979
58295,87XX,Poland,176,6.531655319208085
58357,8811,Poland,484,0.005220265997623943
58411,8812,Poland,1248,0.26961269431474816
58464,8813,Poland,1722,0.022737029681762624
58539,8821,Poland,718,0.01611574069569112
58609,8822,Poland,4668,0.03342259409112742
58675,8830,Poland,334,0.09828573987171298
58737,8841,Poland,1754,0.033687287712072994
58800,8842,Poland,2748,0.05432291952073858
58882,8851,Poland,4068,0.02820447269498222
58956,8852,Poland,14530,0.37158894152538213
58992,88AA,Poland,246,21.929639523365193
59013,88XX,Poland,232,10.191321193792207
59093,8921,Poland,64360,0.5724621387246834
59171,8922,Poland,57784,1.2712642836364099
59232,8924,Poland,2630,0.22885542028975772
59328,8928,Poland,106316,1.1397964706551713
59385,892X,Poland,226,5.470963912680811
59471,8931,Poland,275810,1.6219467157023164
59545,8932,Poland,39824,3.015425580581748
59595,8933,Poland,1552,1.8286950084718663
59631,8935,Poland,2408,1.05936078058995
59727,8939,Poland,697884,1.4787382468085808
59797,893X,Poland,578,14.844228385948872
59842,8941,Poland,44446,5.374826875184628
59929,8942,Poland,224976,0.500267680371111
59991,8946,Poland,3812,0.3169615682678297
60073,8947,Poland,34764,0.30165669758270286
60126,894X,Poland,186,5.256377878228825
60169,8951,Poland,3500,0.4172040388818228
60239,8952,Poland,24796,0.5855254430290403
60304,8959,Poland,10978,0.30504415621025455
60345,895X,Poland,26,1.9133131743134792
60453,8960,Poland,44518,0.39530603051602387
60540,8972,Poland,5922,0.27658795299209044
60645,8973,Poland,49650,0.2902287546801708
60716,8974,Poland,262,0.027669937085058705
60733,897X,Poland,50,27.773900917453727
60770,8981,Poland,9614,0.9912778772313189
60915,8983,Poland,39136,0.13254654145367473
60971,8989,Poland,1322,0.15770000437338652
61051,8991,Poland,7742,1.5701672489981755
61121,8993,Poland,83130,3.185483428640565
61176,8994,Poland,31184,1.9975491318571805
61246,8996,Poland,19486,0.2093091515499271
61333,8997,Poland,70766,1.9537761605995299
61422,8998,Poland,21656,0.5800621588925433
61496,8999,Poland,5406,0.15766323553066355
61529,899A,Poland,212,8.040972547555327
61555,899X,Poland,228,4.313626039580216
61607,89XX,Poland,600,10.14422301550593
61671,8XXX,Poland,134,1.599068391006276
61813,9000,Poland,118204,0.20503061068839393
61903,914,Poland,283,0.12166622044809845
62034,9310,Poland,115878,0.10473702073801121
62090,931A,Poland,1764,1.3083882620042413
62149,9410,Poland,208,0.11578656365408424
62204,9510,Poland,2456,0.13334400768380933
62287,9710,Poland,2158,0.04691213463436595
62362,980,Poland,24975,0.9088498965416174
36,0011,Portugal,2544,0.09593989368815317
71,0012,Portugal,7953,1.6804156190883046
111,0013,Portugal,19300,2.205502918857019
149,0014,Portugal,5096,0.9296486886149731
203,0015,Portugal,107,0.008316084998529108
284,0111,Portugal,3701,0.041662636224475726
343,0112,Portugal,390,0.029111096313447708
394,0113,Portugal,9503,0.14314214449834017
455,0114,Portugal,3479,0.07783667884443839
535,0116,Portugal,1550,0.11454554506830084
591,0118,Portugal,766,0.22645960854206199
658,0121,Portugal,4908,0.5482687910271016
754,0142,Portugal,22953,3.304337378125683
815,0149,Portugal,4768,0.16864408072266096
904,0223,Portugal,176238,6.746510251978216
986,0224,Portugal,52363,0.9627408062062379
1066,0230,Portugal,24209,1.446995328433257
1146,0240,Portugal,22314,0.3773714912539806
1209,0251,Portugal,5336,1.017427801990943
1259,0252,Portugal,1468,1.0193434594306667
1379,0341,Portugal,117596,2.4938005666595795
1503,0342,Portugal,115441,1.7385348474600026
1587,0343,Portugal,1047,0.10017068701680888
1683,0344,Portugal,14424,0.3772140569945487
1807,0350,Portugal,33068,1.8725464621196932
1933,0360,Portugal,102045,0.7673065479664558
2030,0371,Portugal,110345,2.9230297823744507
2114,0372,Portugal,5033,0.193808439791647
2189,0411,Portugal,3884,0.18225466762063752
2238,0412,Portugal,17184,0.24619915532131018
2346,0422,Portugal,1440,0.04500569580874267
2409,0430,Portugal,818,0.03977764948910262
2469,0440,Portugal,16044,0.2920329315445225
2537,0452,Portugal,646,0.3417437163920954
2572,0459,Portugal,308,0.05419870571821068
2627,0460,Portugal,3446,0.3564730818197979
2685,0470,Portugal,4004,1.949688691653204
2745,0481,Portugal,9616,0.8816797607185621
2849,0483,Portugal,6377,0.42447384390238474
2933,0484,Portugal,62277,1.3400509315184264
3015,0488,Portugal,14447,0.6211104982362678
3137,0541,Portugal,10468,1.1788161873451337
3214,0542,Portugal,9826,0.6803844000833921
3284,0544,Portugal,5587,0.3004643594782227
3392,0545,Portugal,20419,0.35036429886250237
3493,0546,Portugal,148713,3.7488709824071873
3588,0548,Portugal,11060,1.6602553220538718
3688,0561,Portugal,10850,1.598253558836051
3829,0565,Portugal,42358,1.5368913683544867
3918,0571,Portugal,1760,0.08730854979026395
4037,0573,Portugal,28068,0.7159847394847212
4091,0574,Portugal,5680,0.3669346049892158
4159,0575,Portugal,814,0.036707226414646674
4197,0576,Portugal,922,1.1813645786266136
4278,0577,Portugal,35732,1.3712693895614632
4390,0579,Portugal,33028,0.5846476786950038
4491,0582,Portugal,202,0.26328546917462614
4552,0583,Portugal,3037,0.7878574491183669
4651,0585,Portugal,21403,0.5269803525339997
4738,0586,Portugal,3594,0.44436943016356883
4832,0589,Portugal,13307,0.5227672577456784
4993,0611,Portugal,2928,0.09967147996846352
5070,0612,Portugal,66397,2.522978927932025
5138,0615,Portugal,152,0.0493637689567266
5195,0616,Portugal,1321,0.5240994239878451
5255,0619,Portugal,760,0.07996312823676065
5354,0620,Portugal,9218,0.3813469173934953
5478,0711,Portugal,37100,0.5775492920961449
5562,0712,Portugal,10102,0.790317783454275
5696,0722,Portugal,228,0.08095304077723947
5831,0730,Portugal,7605,0.19113707687601367
5925,0741,Portugal,488,0.031082522523464197
6006,0751,Portugal,406,0.04938162696586815
6101,0752,Portugal,420,0.05252251606754012
6218,0811,Portugal,6098,0.6353984592748259
6284,0812,Portugal,3474,1.4051370814021638
6367,0813,Portugal,10847,0.22372826564533282
6449,0814,Portugal,378,0.022934234141605267
6527,0819,Portugal,12133,0.23317935867386896
6600,0913,Portugal,580,0.5842954163766421
6651,0914,Portugal,6671,0.7883835683980037
6755,0980,Portugal,68424,0.7188541169114535
6866,0XXX,Portugal,168,2.635478662199811
6955,111,Portugal,279,0.018032428109218967
7032,1110,Portugal,43940,1.1975173901744796
7138,1121,Portugal,917472,9.290150043331412
7188,1122,Portugal,496,0.1919697851302026
7259,1123,Portugal,73634,1.9784990377696392
7348,1124,Portugal,32124,0.4003035634032613
7427,113,Portugal,2213,0.18632995748754239
7466,114,Portugal,521,0.07084218668106486
7561,118,Portugal,122,0.09067824889908138
7606,12,Portugal,411,1.003024666528004
7630,121,Portugal,994,0.6740157160712922
7693,1211,Portugal,7544,0.7302652932553966
7774,1212,Portugal,1840,0.051322214922304835
7834,1213,Portugal,468,0.3533403366424826
7976,1222,Portugal,57008,0.6887378591262696
8039,1223,Portugal,680,0.06377978106189122
8189,142,Portugal,1059,0.6768247318105864
8229,149,Portugal,390,0.08929024783467235
8274,15,Portugal,107,0.07462231008715862
8374,2111,Portugal,5098,0.17963632162683757
8498,2114,Portugal,2092,10.710995326738706
8548,2116,Portugal,3096,0.9765776269748989
8655,2119,Portugal,548,0.2376036675220547
8720,2120,Portugal,244,0.03133998760932247
8817,2222,Portugal,2910,0.03864336471466808
8899,2224,Portugal,1342,0.19887776496779602
9050,223,Portugal,4784,0.9259093127859198
9093,2232,Portugal,1026,9.009294459382494
9209,2239,Portugal,15210,11.479471785975763
9269,224,Portugal,7189,0.6565820268573349
9326,230,Portugal,15137,3.9102263269038926
9386,2320,Portugal,922,0.025876987905424777
9458,2331,Portugal,2400,0.04388535377436023
9517,2332,Portugal,440,0.4277851110568318
9600,240,Portugal,3044,0.21945267194534693
9627,2440,Portugal,167664,90.3204267698313
9680,2450,Portugal,1106,0.44999648451428265
9743,2460,Portugal,3014,0.14678414731160117
9824,2471,Portugal,14228,0.41194012047439804
9926,2472,Portugal,43002,1.2641494366486412
10074,2482,Portugal,105218,0.7521091803616232
10190,2483,Portugal,14216,0.20471149960974475
10284,251,Portugal,1204,0.7143496754259783
10356,2511,Portugal,25562,0.9008728605724681
10424,2516,Portugal,21348,2.541263977611829
10474,2517,Portugal,1092392,7.845188625298686
10525,2518,Portugal,66374,8.193519985999911
10574,2519,Portugal,3152,0.33226874277610247
10748,2631,Portugal,798,0.01593937722774309
10865,2633,Portugal,1642,0.9287830934781145
10911,2634,Portugal,2214,2.9771529022839025
11040,2659,Portugal,494,1.5831986210306161
11094,2665,Portugal,50468,1.5276957386428422
11146,2666,Portugal,54850,8.884668035099034
11196,2667,Portugal,12732,5.556704834730523
11254,2671,Portugal,226,0.014991945421457042
11309,2672,Portugal,808,0.5954676694224934
11372,2681,Portugal,1694,0.13772838025879225
11432,2682,Portugal,382,0.06408320637229112
11473,2683,Portugal,3198,0.6285674784745063
11538,2686,Portugal,722,0.8910211494135052
11585,268A,Portugal,254,91.63503568228546
11642,2690,Portugal,12084,1.4106228892288435
11723,2711,Portugal,352,0.38398040556084817
11859,2731,Portugal,98816,6.724413015615333
11930,2732,Portugal,1864,0.3231634243803805
11994,2733,Portugal,4336,0.5450475710229788
12066,2734,Portugal,1440,0.17003394731280613
12141,2741,Portugal,1750,0.26278121486533196
12307,2782,Portugal,5292,0.18791604132939752
12379,2783,Portugal,1656,0.17040597678606723
12469,2785,Portugal,2508,0.4653554935440654
12599,2789,Portugal,710,0.03950124278216664
12726,2815,Portugal,242,0.0035007736263033217
12869,2820,Portugal,14862,0.2372965191889855
12909,2860,Portugal,6570,2.7025425527823166
12949,2871,Portugal,187794,4.0897310693797
13127,2875,Portugal,244,0.014290778548454895
13156,2876,Portugal,12598,10.308503655382298
13248,2879,Portugal,8178,0.41813327864484934
13356,2881,Portugal,23332,1.5421544176685313
13485,2882,Portugal,42630,0.6710944397491788
13601,2890,Portugal,16714,0.5747941993521689
13791,2919,Portugal,51190,1.8331749376461755
13868,2922,Portugal,3032,1.5419423227371885
14091,2925,Portugal,2814,0.15599120970494032
14172,2926,Portugal,20384,0.6834193394673408
14264,2927,Portugal,6122,0.1735835904315442
14354,2929,Portugal,24016,1.1537334730395288
14695,3232,Portugal,10142,0.5737990710790861
14902,3341,Portugal,241788,0.6582748022873529
14997,3342,Portugal,38834,0.2809209794272252
15090,3343,Portugal,53072,0.23615651031116922
15192,3344,Portugal,109062,0.3890191792803833
15293,3345,Portugal,68136,0.5229728445961712
15360,334A,Portugal,5832,0.5361126010928365
15438,3351,Portugal,3878,0.42294452657348014
15505,3352,Portugal,74654,2.8576795779167004
15546,3353,Portugal,3278,1.3365248914122536
15616,3354,Portugal,20244,0.6161116732444158
15741,341,Portugal,4482,0.5643087841121318
15830,3413,Portugal,28190,0.08730439588907614
15991,342,Portugal,8691,1.1950840976986248
16049,343,Portugal,377,0.26177091148574744
16117,344,Portugal,2052,0.37072831676871904
16184,350,Portugal,10228,3.928890651867026
16340,360,Portugal,2613,0.2904466791860058
16420,371,Portugal,35317,6.6194013028981376
16486,372,Portugal,307,0.1211630235687782
16562,4111,Portugal,2790,1.1540171145753295
16605,4113,Portugal,894,0.12018789887550324
16654,412,Portugal,138,0.006318922165869675
16775,4232,Portugal,41632,2.5670427858871876
16869,4235,Portugal,122946,7.2379246832264785
16915,4236,Portugal,22842,2.224598788532879
17005,4241,Portugal,282,0.3230467720200735
17053,4242,Portugal,2060,0.08030857914869274
17093,4243,Portugal,490,0.06495113116189588
17213,4249,Portugal,3078,0.5129188834509457
17310,4311,Portugal,302,0.13707483721359257
17369,4312,Portugal,1250,0.13896861895779802
17430,4313,Portugal,3386,0.35842357244105544
17477,4314,Portugal,244,0.3474447972345311
17686,470,Portugal,182,0.5680444989560548
17734,481,Portugal,1028,0.32847471544788504
17805,483,Portugal,217,0.07275223117406596
17869,484,Portugal,12419,1.1700677209084211
17930,488,Portugal,1643,0.35369838941209814
18016,5111,Portugal,223586,4.365481052836367
18090,5112,Portugal,141118,1.41261839800761
18149,5113,Portugal,1630,0.04230408216101769
18197,5114,Portugal,7304,1.7981912585743802
18325,5121,Portugal,3116,0.0312594398912771
18382,5122,Portugal,498,0.10263006642271831
18424,5123,Portugal,286,0.0123150294220781
18507,5137,Portugal,3462,0.05214816293231865
18571,5138,Portugal,16338,0.32321688564335355
18634,5139,Portugal,6936,0.1946012894741077
18724,5145,Portugal,34564,1.0107221483147704
18845,5147,Portugal,12816,0.4100164673381937
18918,5148,Portugal,3024,0.014672379923659294
19020,5154,Portugal,2544,0.08998164829366356
19132,5156,Portugal,78064,0.41191335961104314
19183,5157,Portugal,698,0.04671244159926865
19267,5161,Portugal,13972,0.2709876894700432
19325,5162,Portugal,2028,0.06849123479285024
19428,5169,Portugal,1090,0.05679541668195278
19580,5221,Portugal,27166,0.8144045034727022
19670,5222,Portugal,4684,0.1863068300417438
19763,5224,Portugal,19412,0.8964623209159894
19845,5225,Portugal,24452,0.5478786187874991
19965,5231,Portugal,4260,0.15733501995341587
20045,5232,Portugal,8138,0.18597602505755237
20104,5233,Portugal,430,0.01585153238480265
20243,5241,Portugal,4480,0.08861640685781877
20375,5311,Portugal,27148,0.41983865987659025
20434,5312,Portugal,1836,0.26132412696448637
20557,5323,Portugal,578,0.17667647676594941
20628,5331,Portugal,9894,0.21182797653447646
20688,5332,Portugal,2480,0.08673459787322557
20764,5334,Portugal,61758,0.9159654337337871
20837,5335,Portugal,25090,0.7105542485509466
20912,53XX,Portugal,74,6.072598217566512
20948,541,Portugal,5554,3.907710766947334
20990,5411,Portugal,930,0.037444348215796015
21050,5413,Portugal,126512,2.335409308671709
21152,5415,Portugal,3074,0.10051976905335921
21221,5416,Portugal,11856,0.13567492000477524
21320,5417,Portugal,393098,0.6808632017915942
21414,5419,Portugal,30686,0.7168097631631702
21574,544,Portugal,4473,0.9399954124518186
21647,545,Portugal,14613,1.076889711550458
21715,546,Portugal,61727,8.110395159821708
21776,548,Portugal,306,0.44182427041483807
21855,5513,Portugal,1272,0.12467100132020816
21930,5514,Portugal,1616,0.034446401534120936
22047,5530,Portugal,57466,0.3423921201043196
22149,5541,Portugal,23338,1.5032915709326349
22235,5542,Portugal,80108,1.143347731628076
22304,5543,Portugal,2556,0.3963126827071838
22416,561,Portugal,2412,1.910545270962589
22498,5621,Portugal,32548,0.7287294928150482
22552,5622,Portugal,5616,1.2376196783023319
22670,5629,Portugal,26042,0.6144936856926276
22794,565,Portugal,3202,0.6058237889947834
23021,5723,Portugal,224,0.05742514961264459
23073,573,Portugal,592,0.10197668474229903
23221,577,Portugal,7652,1.4500891460293166
23305,579,Portugal,16376,1.3209526607709492
23384,5821,Portugal,35020,5.336385071823447
23437,5822,Portugal,2798,0.3122075529940281
23517,5823,Portugal,56706,0.46259698596442966
23646,5825,Portugal,15036,0.9200808503912383
23705,5826,Portugal,2818,0.13497513181156384
23757,5827,Portugal,822,0.040757520678418854
23810,5829,Portugal,2330,0.07078020532462334
23901,583,Portugal,1395,1.4454524066371024
23984,5831,Portugal,249112,1.647572932899531
24071,5832,Portugal,28286,0.3750285556366931
24143,5833,Portugal,61888,0.6401554689481868
24217,5834,Portugal,148624,1.6892058145804576
24310,5836,Portugal,6204,0.14584149245905492
24364,5837,Portugal,1528,0.2632209551385237
24408,5838,Portugal,2024,0.4686996353869191
24494,5839,Portugal,117404,0.6454306957302017
24595,5841,Portugal,832,0.33522957680744625
